conversion_event_id,performance_id,date,conversion_type,conversions,conversion_value_usd,attribution_window_day
CNV_00000380,PERF_00002718,2026-01-01,Signup,6,98.6749,1
CNV_00000381,PERF_00002723,2026-01-01,Signup,3,9.9087,1
CNV_00000382,PERF_00002724,2026-01-01,Signup,8,48.1445,1
CNV_00000383,PERF_00002731,2026-01-01,Lead,1,8.9647,7
CNV_00000384,PERF_00002738,2026-01-01,Add to Cart,3,93.1046,14
CNV_00000385,PERF_00002739,2026-01-01,Lead,1,25.1322,1
CNV_00000386,PERF_00002740,2026-01-01,Signup,2,27.2436,7
CNV_00000387,PERF_00002741,2026-01-01,Add to Cart,1,9.101,7
CNV_00000388,PERF_00002749,2026-01-01,Purchase,2,124.2262,28
CNV_00000389,PERF_00002752,2026-01-01,Lead,2,86.8321,1
CNV_00000390,PERF_00002766,2026-01-01,Purchase,4,361.3677,14
CNV_00000391,PERF_00002770,2026-01-01,Signup,3,59.6087,14
CNV_00000392,PERF_00002771,2026-01-01,Purchase,1,67.0288,1
CNV_00000393,PERF_00002773,2026-01-01,Add to Cart,1,14.4473,1
CNV_00000394,PERF_00002796,2026-01-02,Add to Cart,1,8.9862,7
CNV_00000395,PERF_00002799,2026-01-02,Signup,1,10.5036,28
CNV_00000396,PERF_00002817,2026-01-02,Add to Cart,2,51.2182,7
CNV_00000397,PERF_00002822,2026-01-02,Lead,3,42.7567,7
CNV_00000398,PERF_00002823,2026-01-02,Purchase,2,89.3116,7
CNV_00000399,PERF_00002826,2026-01-02,Signup,1,20.9383,1
CNV_00000400,PERF_00002831,2026-01-02,Lead,1,44.005,1
CNV_00000401,PERF_00002834,2026-01-02,Lead,1,41.6632,7
CNV_00000402,PERF_00002839,2026-01-02,Lead,2,70.9687,28
CNV_00000403,PERF_00002845,2026-01-02,Lead,2,55.9903,28
CNV_00000404,PERF_00002846,2026-01-02,Signup,4,32.1151,7
CNV_00000405,PERF_00002848,2026-01-02,Signup,1,24.2083,7
CNV_00000406,PERF_00002854,2026-01-02,Lead,7,238.3573,7
CNV_00000407,PERF_00002855,2026-01-02,Purchase,2,133.2633,28
CNV_00000408,PERF_00002858,2026-01-02,Lead,6,150.4723,7
CNV_00000409,PERF_00002859,2026-01-02,Purchase,1,65.7377,28
CNV_00000410,PERF_00002860,2026-01-02,Signup,1,9.3272,7
CNV_00000411,PERF_00002864,2026-01-02,Add to Cart,1,16.7489,7
CNV_00000412,PERF_00002865,2026-01-02,Add to Cart,3,82.4211,14
CNV_00000413,PERF_00002868,2026-01-02,Purchase,2,179.1245,7
CNV_00000414,PERF_00002871,2026-01-02,Add to Cart,6,143.21,1
CNV_00000415,PERF_00002872,2026-01-02,Lead,18,281.3915,14
CNV_00000416,PERF_00002873,2026-01-02,Purchase,5,515.9495,1
CNV_00000417,PERF_00002874,2026-01-02,Add to Cart,2,53.2114,1
CNV_00000418,PERF_00002876,2026-01-02,Purchase,3,151.5134,14
CNV_00000419,PERF_00002898,2026-01-02,Purchase,1,94.0061,7
CNV_00000420,PERF_00002902,2026-01-02,Purchase,6,679.3618,7
CNV_00000421,PERF_00002914,2026-01-02,Signup,2,34.0147,28
CNV_00000422,PERF_00002929,2026-01-02,Purchase,1,80.8553,1
CNV_00000423,PERF_00002934,2026-01-02,Lead,1,29.9034,7
CNV_00000424,PERF_00002935,2026-01-02,Signup,5,85.5022,7
CNV_00000425,PERF_00002939,2026-01-02,Purchase,1,53.0547,28
CNV_00000426,PERF_00002941,2026-01-02,Lead,1,23.6922,14
CNV_00000427,PERF_00002945,2026-01-02,Signup,1,23.3397,7
CNV_00000428,PERF_00002952,2026-01-02,Purchase,5,105.5105,1
CNV_00000429,PERF_00002957,2026-01-03,Lead,2,61.7597,7
CNV_00000430,PERF_00002958,2026-01-03,Purchase,2,215.8737,28
CNV_00000431,PERF_00002959,2026-01-03,Lead,1,14.2508,1
CNV_00000432,PERF_00002960,2026-01-03,Lead,3,132.9911,14
CNV_00000433,PERF_00002961,2026-01-03,Purchase,6,336.9988,7
CNV_00000434,PERF_00002966,2026-01-03,Signup,1,14.4548,14
CNV_00000435,PERF_00002991,2026-01-03,Purchase,5,429.0831,14
CNV_00000436,PERF_00002998,2026-01-03,Signup,2,45.3791,14
CNV_00000437,PERF_00003000,2026-01-03,Purchase,10,1098.3317,28
CNV_00000438,PERF_00003012,2026-01-03,Purchase,6,230.3349,7
CNV_00000439,PERF_00003015,2026-01-03,Lead,1,40.1146,1
CNV_00000440,PERF_00003022,2026-01-03,Add to Cart,3,91.165,1
CNV_00000441,PERF_00003025,2026-01-03,Lead,6,114.8878,1
CNV_00000442,PERF_00003032,2026-01-03,Lead,7,298.2311,14
CNV_00000443,PERF_00003033,2026-01-03,Purchase,2,46.9809,7
CNV_00000444,PERF_00003034,2026-01-03,Add to Cart,7,104.8275,28
CNV_00000445,PERF_00003035,2026-01-03,Lead,4,53.5341,14
CNV_00000446,PERF_00003038,2026-01-03,Purchase,9,180.6754,28
CNV_00000447,PERF_00003039,2026-01-03,Purchase,5,584.8554,7
CNV_00000448,PERF_00003041,2026-01-03,Signup,2,26.8675,7
CNV_00000449,PERF_00003042,2026-01-03,Add to Cart,7,64.3094,7
CNV_00000450,PERF_00003047,2026-01-03,Purchase,4,343.5208,7
CNV_00000451,PERF_00003048,2026-01-03,Signup,2,15.5282,7
CNV_00000452,PERF_00003049,2026-01-03,Signup,3,47.419,1
CNV_00000453,PERF_00003050,2026-01-03,Add to Cart,1,21.6854,1
CNV_00000454,PERF_00003061,2026-01-03,Lead,3,67.0749,1
CNV_00000455,PERF_00003063,2026-01-03,Purchase,6,432.0949,14
CNV_00000456,PERF_00003064,2026-01-03,Lead,5,108.7152,7
CNV_00000457,PERF_00003071,2026-01-03,Lead,1,28.965,7
CNV_00000458,PERF_00003079,2026-01-03,Signup,1,21.7796,14
CNV_00000459,PERF_00003105,2026-01-03,Lead,2,37.9159,14
CNV_00000460,PERF_00003106,2026-01-03,Signup,2,44.3622,14
CNV_00000461,PERF_00003111,2026-01-03,Purchase,1,23.9803,14
CNV_00000462,PERF_00003144,2026-01-04,Purchase,2,92.5985,1
CNV_00000463,PERF_00003146,2026-01-04,Add to Cart,1,9.5329,7
CNV_00000464,PERF_00003164,2026-01-04,Lead,6,77.2891,1
CNV_00000465,PERF_00003165,2026-01-04,Lead,1,11.9391,1
CNV_00000466,PERF_00003173,2026-01-04,Signup,3,17.2633,7
CNV_00000467,PERF_00003179,2026-01-04,Purchase,1,78.4352,7
CNV_00000468,PERF_00003180,2026-01-04,Lead,3,123.4423,7
CNV_00000469,PERF_00003181,2026-01-04,Add to Cart,10,210.4684,1
CNV_00000470,PERF_00003184,2026-01-04,Add to Cart,7,132.7565,7
CNV_00000471,PERF_00003187,2026-01-04,Signup,1,18.8579,7
CNV_00000472,PERF_00003188,2026-01-04,Purchase,2,178.4878,1
CNV_00000473,PERF_00003209,2026-01-04,Add to Cart,20,342.8693,28
CNV_00000474,PERF_00003210,2026-01-04,Purchase,2,216.2366,14
CNV_00000475,PERF_00003212,2026-01-04,Add to Cart,11,206.5205,7
CNV_00000476,PERF_00003213,2026-01-04,Add to Cart,1,7.8134,14
CNV_00000477,PERF_00003216,2026-01-04,Purchase,2,138.812,7
CNV_00000478,PERF_00003218,2026-01-04,Add to Cart,4,78.1812,7
CNV_00000479,PERF_00003219,2026-01-04,Signup,4,39.0186,7
CNV_00000480,PERF_00003220,2026-01-04,Lead,10,349.9526,14
CNV_00000481,PERF_00003221,2026-01-04,Lead,4,165.4231,7
CNV_00000482,PERF_00003224,2026-01-04,Add to Cart,2,28.8927,7
CNV_00000483,PERF_00003225,2026-01-04,Add to Cart,1,5.5448,1
CNV_00000484,PERF_00003229,2026-01-04,Add to Cart,2,17.4045,7
CNV_00000485,PERF_00003236,2026-01-04,Purchase,3,229.3589,14
CNV_00000486,PERF_00003238,2026-01-04,Lead,1,9.8825,7
CNV_00000487,PERF_00003240,2026-01-04,Signup,2,15.0201,14
CNV_00000488,PERF_00003241,2026-01-04,Purchase,3,289.7987,7
CNV_00000489,PERF_00003249,2026-01-04,Add to Cart,1,25.8521,1
CNV_00000490,PERF_00003253,2026-01-04,Signup,18,296.8375,7
CNV_00000491,PERF_00003255,2026-01-04,Add to Cart,10,230.3661,14
CNV_00000492,PERF_00003256,2026-01-04,Signup,2,18.1067,1
CNV_00000493,PERF_00003257,2026-01-04,Lead,7,114.6977,7
CNV_00000494,PERF_00003259,2026-01-04,Lead,7,148.2355,7
CNV_00000495,PERF_00003260,2026-01-04,Purchase,2,116.5302,1
CNV_00000496,PERF_00003271,2026-01-04,Lead,2,16.9261,7
CNV_00000497,PERF_00003311,2026-01-04,Lead,4,157.3051,14
CNV_00000498,PERF_00003314,2026-01-04,Lead,1,35.4027,7
CNV_00000499,PERF_00003315,2026-01-04,Add to Cart,1,5.5307,7
CNV_00000500,PERF_00003316,2026-01-04,Signup,1,18.8471,1
CNV_00000501,PERF_00003325,2026-01-04,Purchase,1,57.3289,7
CNV_00000502,PERF_00003347,2026-01-05,Signup,1,3.241,14
CNV_00000503,PERF_00003348,2026-01-05,Add to Cart,2,22.3934,7
CNV_00000504,PERF_00003349,2026-01-05,Add to Cart,1,16.667,28
CNV_00000505,PERF_00003352,2026-01-05,Signup,1,11.2331,7
CNV_00000506,PERF_00003395,2026-01-05,Purchase,2,146.4926,7
CNV_00000507,PERF_00003396,2026-01-05,Purchase,2,149.6262,7
CNV_00000508,PERF_00003398,2026-01-05,Lead,2,31.0781,14
CNV_00000509,PERF_00003412,2026-01-05,Add to Cart,5,52.0206,14
CNV_00000510,PERF_00003413,2026-01-05,Signup,2,46.4327,7
CNV_00000511,PERF_00003415,2026-01-05,Lead,2,56.6204,7
CNV_00000512,PERF_00003416,2026-01-05,Signup,2,33.1161,7
CNV_00000513,PERF_00003417,2026-01-05,Lead,1,29.6901,7
CNV_00000514,PERF_00003418,2026-01-05,Signup,2,34.0301,7
CNV_00000515,PERF_00003419,2026-01-05,Purchase,3,256.1927,28
CNV_00000516,PERF_00003430,2026-01-05,Signup,7,131.929,7
CNV_00000517,PERF_00003432,2026-01-05,Add to Cart,1,9.5101,14
CNV_00000518,PERF_00003433,2026-01-05,Purchase,4,464.8446,7
CNV_00000519,PERF_00003445,2026-01-05,Purchase,3,349.0701,7
CNV_00000520,PERF_00003446,2026-01-05,Purchase,3,108.5138,14
CNV_00000521,PERF_00003447,2026-01-05,Signup,5,84.2887,28
CNV_00000522,PERF_00003453,2026-01-05,Purchase,7,698.9476,14
CNV_00000523,PERF_00003454,2026-01-05,Signup,14,225.5645,7
CNV_00000524,PERF_00003455,2026-01-05,Purchase,6,270.0001,7
CNV_00000525,PERF_00003456,2026-01-05,Add to Cart,1,32.5338,7
CNV_00000526,PERF_00003462,2026-01-05,Purchase,2,165.999,28
CNV_00000527,PERF_00003468,2026-01-05,Signup,7,29.2151,1
CNV_00000528,PERF_00003469,2026-01-05,Add to Cart,4,101.9451,28
CNV_00000529,PERF_00003470,2026-01-05,Purchase,3,96.6573,7
CNV_00000530,PERF_00003478,2026-01-05,Purchase,1,47.8747,14
CNV_00000531,PERF_00003484,2026-01-05,Purchase,1,35.0072,28
CNV_00000532,PERF_00003490,2026-01-05,Signup,3,69.2538,7
CNV_00000533,PERF_00003507,2026-01-05,Signup,5,112.407,7
CNV_00000534,PERF_00003508,2026-01-05,Signup,2,32.1014,7
CNV_00000535,PERF_00003517,2026-01-05,Purchase,6,147.8315,7
CNV_00000536,PERF_00003519,2026-01-05,Lead,5,190.3949,14
CNV_00000537,PERF_00003529,2026-01-05,Lead,2,24.4996,14
CNV_00000538,PERF_00003532,2026-01-05,Add to Cart,1,32.1429,28
CNV_00000539,PERF_00003534,2026-01-05,Lead,1,25.043,7
CNV_00000540,PERF_00003543,2026-01-06,Purchase,3,324.5003,7
CNV_00000541,PERF_00003544,2026-01-06,Add to Cart,8,144.4116,7
CNV_00000542,PERF_00003546,2026-01-06,Signup,1,20.4699,14
CNV_00000543,PERF_00003550,2026-01-06,Lead,3,51.6387,1
CNV_00000544,PERF_00003553,2026-01-06,Signup,2,13.4839,14
CNV_00000545,PERF_00003562,2026-01-06,Lead,1,39.1501,1
CNV_00000546,PERF_00003578,2026-01-06,Purchase,4,123.059,7
CNV_00000547,PERF_00003583,2026-01-06,Signup,3,73.5727,7
CNV_00000548,PERF_00003589,2026-01-06,Add to Cart,6,120.5864,28
CNV_00000549,PERF_00003591,2026-01-06,Lead,5,207.2457,14
CNV_00000550,PERF_00003593,2026-01-06,Signup,2,40.7007,7
CNV_00000551,PERF_00003594,2026-01-06,Purchase,4,355.534,1
CNV_00000552,PERF_00003595,2026-01-06,Lead,1,21.6652,14
CNV_00000553,PERF_00003596,2026-01-06,Signup,1,23.4982,14
CNV_00000554,PERF_00003597,2026-01-06,Purchase,7,653.9206,28
CNV_00000555,PERF_00003598,2026-01-06,Purchase,3,120.7542,7
CNV_00000556,PERF_00003606,2026-01-06,Purchase,4,306.9447,7
CNV_00000557,PERF_00003610,2026-01-06,Purchase,1,90.023,7
CNV_00000558,PERF_00003611,2026-01-06,Add to Cart,3,24.803,1
CNV_00000559,PERF_00003612,2026-01-06,Add to Cart,4,41.4793,7
CNV_00000560,PERF_00003618,2026-01-06,Lead,3,69.7447,14
CNV_00000561,PERF_00003626,2026-01-06,Lead,5,182.5764,1
CNV_00000562,PERF_00003627,2026-01-06,Lead,1,8.8899,1
CNV_00000563,PERF_00003629,2026-01-06,Purchase,11,1007.4655,7
CNV_00000564,PERF_00003630,2026-01-06,Purchase,3,168.5949,14
CNV_00000565,PERF_00003631,2026-01-06,Signup,10,118.3153,14
CNV_00000566,PERF_00003637,2026-01-06,Purchase,3,258.3973,7
CNV_00000567,PERF_00003638,2026-01-06,Add to Cart,3,92.9118,1
CNV_00000568,PERF_00003639,2026-01-06,Purchase,1,62.0202,1
CNV_00000569,PERF_00003657,2026-01-06,Purchase,8,506.0201,14
CNV_00000570,PERF_00003658,2026-01-06,Purchase,5,290.1056,14
CNV_00000571,PERF_00003659,2026-01-06,Purchase,5,533.399,7
CNV_00000572,PERF_00003660,2026-01-06,Purchase,3,350.1987,7
CNV_00000573,PERF_00003664,2026-01-06,Signup,2,17.231,7
CNV_00000574,PERF_00003692,2026-01-06,Purchase,1,116.5003,7
CNV_00000575,PERF_00003695,2026-01-06,Purchase,2,120.1229,14
CNV_00000576,PERF_00003704,2026-01-06,Signup,2,13.516,7
CNV_00000577,PERF_00003710,2026-01-06,Purchase,3,153.6623,14
CNV_00000578,PERF_00003711,2026-01-06,Add to Cart,2,37.919,1
CNV_00000579,PERF_00003712,2026-01-06,Purchase,5,499.3083,14
CNV_00000580,PERF_00003713,2026-01-06,Signup,4,71.3821,7
CNV_00000581,PERF_00003715,2026-01-06,Purchase,1,36.9195,14
CNV_00000582,PERF_00003716,2026-01-06,Purchase,6,222.6869,28
CNV_00000583,PERF_00003717,2026-01-06,Signup,6,76.8138,7
CNV_00000584,PERF_00003721,2026-01-06,Signup,3,17.7195,7
CNV_00000585,PERF_00003723,2026-01-06,Purchase,1,112.0387,14
CNV_00000586,PERF_00003731,2026-01-06,Signup,1,11.155,1
CNV_00000587,PERF_00003733,2026-01-06,Signup,1,15.7884,14
CNV_00000588,PERF_00003739,2026-01-06,Purchase,5,538.5945,7
CNV_00000589,PERF_00003740,2026-01-06,Purchase,4,388.0591,7
CNV_00000590,PERF_00003746,2026-01-06,Purchase,1,95.5347,7
CNV_00000591,PERF_00003750,2026-01-06,Purchase,5,541.9781,7
CNV_00000592,PERF_00003751,2026-01-07,Purchase,1,97.7695,7
CNV_00000593,PERF_00003752,2026-01-07,Add to Cart,1,20.3843,7
CNV_00000594,PERF_00003754,2026-01-07,Add to Cart,5,72.3037,1
CNV_00000595,PERF_00003757,2026-01-07,Purchase,1,114.2635,14
CNV_00000596,PERF_00003783,2026-01-07,Purchase,1,35.8619,7
CNV_00000597,PERF_00003799,2026-01-07,Lead,3,115.2844,7
CNV_00000598,PERF_00003800,2026-01-07,Signup,3,72.2495,7
CNV_00000599,PERF_00003806,2026-01-07,Signup,1,24.0863,14
CNV_00000600,PERF_00003826,2026-01-07,Lead,3,65.6734,1
CNV_00000601,PERF_00003840,2026-01-07,Purchase,5,432.3012,7
CNV_00000602,PERF_00003841,2026-01-07,Add to Cart,3,56.6337,7
CNV_00000603,PERF_00003842,2026-01-07,Purchase,3,318.1609,7
CNV_00000604,PERF_00003844,2026-01-07,Purchase,16,746.7958,7
CNV_00000605,PERF_00003845,2026-01-07,Signup,3,22.7306,1
CNV_00000606,PERF_00003846,2026-01-07,Lead,7,61.0332,7
CNV_00000607,PERF_00003847,2026-01-07,Purchase,7,288.463,7
CNV_00000608,PERF_00003848,2026-01-07,Signup,1,17.1581,1
CNV_00000609,PERF_00003852,2026-01-07,Signup,1,17.3997,14
CNV_00000610,PERF_00003865,2026-01-07,Add to Cart,3,48.5936,14
CNV_00000611,PERF_00003867,2026-01-07,Purchase,3,131.7654,28
CNV_00000612,PERF_00003868,2026-01-07,Purchase,4,323.8536,1
CNV_00000613,PERF_00003869,2026-01-07,Signup,2,49.3611,14
CNV_00000614,PERF_00003871,2026-01-07,Add to Cart,4,20.0149,1
CNV_00000615,PERF_00003872,2026-01-07,Purchase,7,244.7051,14
CNV_00000616,PERF_00003884,2026-01-07,Lead,1,10.4084,7
CNV_00000617,PERF_00003886,2026-01-07,Signup,3,25.8803,7
CNV_00000618,PERF_00003906,2026-01-07,Add to Cart,3,20.8697,1
CNV_00000619,PERF_00003908,2026-01-07,Purchase,2,147.8116,28
CNV_00000620,PERF_00003911,2026-01-07,Signup,2,45.4172,28
CNV_00000621,PERF_00003919,2026-01-07,Add to Cart,1,9.3651,7
CNV_00000622,PERF_00003924,2026-01-07,Add to Cart,5,154.6202,1
CNV_00000623,PERF_00003935,2026-01-07,Signup,2,17.5572,14
CNV_00000624,PERF_00003948,2026-01-07,Lead,4,87.3793,7
CNV_00000625,PERF_00003961,2026-01-08,Signup,1,14.2341,14
CNV_00000626,PERF_00003963,2026-01-08,Purchase,2,115.7193,1
CNV_00000627,PERF_00003964,2026-01-08,Add to Cart,1,34.5244,1
CNV_00000628,PERF_00003966,2026-01-08,Lead,2,60.5139,14
CNV_00000629,PERF_00003968,2026-01-08,Signup,1,14.9599,28
CNV_00000630,PERF_00003969,2026-01-08,Purchase,2,124.9317,7
CNV_00000631,PERF_00003972,2026-01-08,Purchase,6,403.0363,14
CNV_00000632,PERF_00003991,2026-01-08,Purchase,2,163.7881,14
CNV_00000633,PERF_00003995,2026-01-08,Signup,1,15.1626,1
CNV_00000634,PERF_00003996,2026-01-08,Purchase,1,118.5906,7
CNV_00000635,PERF_00004004,2026-01-08,Signup,1,12.0831,28
CNV_00000636,PERF_00004012,2026-01-08,Purchase,3,339.3984,1
CNV_00000637,PERF_00004024,2026-01-08,Signup,1,8.1682,7
CNV_00000638,PERF_00004038,2026-01-08,Add to Cart,1,12.7048,14
CNV_00000639,PERF_00004040,2026-01-08,Purchase,7,808.8046,28
CNV_00000640,PERF_00004043,2026-01-08,Lead,1,16.8394,14
CNV_00000641,PERF_00004045,2026-01-08,Add to Cart,1,27.7132,7
CNV_00000642,PERF_00004057,2026-01-08,Signup,3,21.7288,7
CNV_00000643,PERF_00004067,2026-01-08,Signup,2,13.3912,7
CNV_00000644,PERF_00004069,2026-01-08,Purchase,3,343.6898,14
CNV_00000645,PERF_00004070,2026-01-08,Signup,1,21.8081,1
CNV_00000646,PERF_00004074,2026-01-08,Add to Cart,1,32.9241,14
CNV_00000647,PERF_00004075,2026-01-08,Purchase,3,171.4711,7
CNV_00000648,PERF_00004090,2026-01-08,Signup,4,62.9054,7
CNV_00000649,PERF_00004092,2026-01-08,Signup,3,34.1949,14
CNV_00000650,PERF_00004096,2026-01-08,Purchase,1,24.5797,14
CNV_00000651,PERF_00004104,2026-01-08,Purchase,1,73.0496,1
CNV_00000652,PERF_00004112,2026-01-08,Lead,8,346.0433,7
CNV_00000653,PERF_00004118,2026-01-08,Add to Cart,2,13.5468,7
CNV_00000654,PERF_00004120,2026-01-08,Lead,1,38.1803,7
CNV_00000655,PERF_00004123,2026-01-08,Signup,3,62.0072,14
CNV_00000656,PERF_00004125,2026-01-08,Signup,3,30.3423,1
CNV_00000657,PERF_00004146,2026-01-08,Purchase,2,194.4899,14
CNV_00000658,PERF_00004152,2026-01-09,Lead,2,24.2037,1
CNV_00000659,PERF_00004157,2026-01-09,Purchase,3,68.2409,7
CNV_00000660,PERF_00004161,2026-01-09,Lead,3,57.8871,7
CNV_00000661,PERF_00004166,2026-01-09,Purchase,1,63.9721,28
CNV_00000662,PERF_00004168,2026-01-09,Purchase,2,135.7971,14
CNV_00000663,PERF_00004184,2026-01-09,Purchase,1,40.8058,7
CNV_00000664,PERF_00004204,2026-01-09,Purchase,3,149.7555,14
CNV_00000665,PERF_00004205,2026-01-09,Lead,1,8.4869,28
CNV_00000666,PERF_00004206,2026-01-09,Purchase,4,85.9897,14
CNV_00000667,PERF_00004208,2026-01-09,Signup,3,43.6469,7
CNV_00000668,PERF_00004219,2026-01-09,Signup,9,80.2053,28
CNV_00000669,PERF_00004220,2026-01-09,Signup,1,8.7477,7
CNV_00000670,PERF_00004221,2026-01-09,Purchase,4,129.8042,1
CNV_00000671,PERF_00004226,2026-01-09,Signup,5,118.0582,28
CNV_00000672,PERF_00004233,2026-01-09,Purchase,2,44.3852,7
CNV_00000673,PERF_00004234,2026-01-09,Purchase,4,305.1377,1
CNV_00000674,PERF_00004241,2026-01-09,Purchase,1,38.9545,14
CNV_00000675,PERF_00004244,2026-01-09,Add to Cart,3,98.4375,7
CNV_00000676,PERF_00004250,2026-01-09,Add to Cart,6,61.6958,1
CNV_00000677,PERF_00004252,2026-01-09,Add to Cart,9,276.1843,1
CNV_00000678,PERF_00004253,2026-01-09,Purchase,4,427.1256,7
CNV_00000679,PERF_00004254,2026-01-09,Purchase,2,228.2074,7
CNV_00000680,PERF_00004257,2026-01-09,Lead,4,144.511,28
CNV_00000681,PERF_00004271,2026-01-09,Purchase,5,253.6892,28
CNV_00000682,PERF_00004272,2026-01-09,Purchase,2,143.8766,1
CNV_00000683,PERF_00004273,2026-01-09,Lead,4,163.6457,7
CNV_00000684,PERF_00004283,2026-01-09,Lead,17,501.0155,14
CNV_00000685,PERF_00004286,2026-01-09,Add to Cart,2,13.2854,7
CNV_00000686,PERF_00004289,2026-01-09,Lead,2,85.4985,14
CNV_00000687,PERF_00004290,2026-01-09,Signup,2,20.5046,7
CNV_00000688,PERF_00004294,2026-01-09,Purchase,2,239.4348,14
CNV_00000689,PERF_00004298,2026-01-09,Add to Cart,2,12.2488,7
CNV_00000690,PERF_00004303,2026-01-09,Purchase,1,106.5894,1
CNV_00000691,PERF_00004312,2026-01-09,Purchase,1,52.4425,7
CNV_00000692,PERF_00004329,2026-01-09,Signup,3,72.2584,14
CNV_00000693,PERF_00004330,2026-01-09,Signup,1,13.6841,7
CNV_00000694,PERF_00004335,2026-01-09,Add to Cart,1,6.11,7
CNV_00000695,PERF_00004341,2026-01-09,Purchase,2,39.9544,7
CNV_00000696,PERF_00004357,2026-01-09,Signup,2,16.8282,14
CNV_00000697,PERF_00004361,2026-01-10,Lead,4,62.078,7
CNV_00000698,PERF_00004363,2026-01-10,Purchase,7,140.8323,1
CNV_00000699,PERF_00004365,2026-01-10,Purchase,2,151.0289,7
CNV_00000700,PERF_00004390,2026-01-10,Add to Cart,2,31.5797,7
CNV_00000701,PERF_00004398,2026-01-10,Add to Cart,3,62.6819,1
CNV_00000702,PERF_00004399,2026-01-10,Signup,4,29.4265,14
CNV_00000703,PERF_00004406,2026-01-10,Purchase,1,53.0584,7
CNV_00000704,PERF_00004416,2026-01-10,Add to Cart,10,198.9893,28
CNV_00000705,PERF_00004419,2026-01-10,Signup,3,25.1733,1
CNV_00000706,PERF_00004420,2026-01-10,Signup,1,23.4965,7
CNV_00000707,PERF_00004423,2026-01-10,Purchase,3,231.094,28
CNV_00000708,PERF_00004434,2026-01-10,Purchase,12,818.5303,7
CNV_00000709,PERF_00004435,2026-01-10,Lead,3,125.3833,14
CNV_00000710,PERF_00004437,2026-01-10,Purchase,10,488.7707,7
CNV_00000711,PERF_00004439,2026-01-10,Add to Cart,6,106.7388,1
CNV_00000712,PERF_00004440,2026-01-10,Lead,10,212.9871,7
CNV_00000713,PERF_00004442,2026-01-10,Add to Cart,5,91.9695,7
CNV_00000714,PERF_00004448,2026-01-10,Lead,2,20.1973,7
CNV_00000715,PERF_00004469,2026-01-10,Lead,8,156.9209,1
CNV_00000716,PERF_00004471,2026-01-10,Signup,12,295.2307,14
CNV_00000717,PERF_00004474,2026-01-10,Lead,6,158.2357,28
CNV_00000718,PERF_00004477,2026-01-10,Purchase,1,43.0197,1
CNV_00000719,PERF_00004494,2026-01-10,Add to Cart,1,6.765,7
CNV_00000720,PERF_00004503,2026-01-10,Purchase,7,505.9431,1
CNV_00000721,PERF_00004508,2026-01-10,Add to Cart,1,11.0573,7
CNV_00000722,PERF_00004510,2026-01-10,Add to Cart,2,49.0834,1
CNV_00000723,PERF_00004516,2026-01-10,Purchase,2,47.8116,7
CNV_00000724,PERF_00004517,2026-01-10,Signup,2,43.8334,1
CNV_00000725,PERF_00004521,2026-01-10,Lead,6,150.3192,14
CNV_00000726,PERF_00004522,2026-01-10,Add to Cart,3,15.5365,7
CNV_00000727,PERF_00004523,2026-01-10,Signup,2,27.8361,7
CNV_00000728,PERF_00004525,2026-01-10,Signup,2,7.6894,28
CNV_00000729,PERF_00004533,2026-01-10,Purchase,1,36.973,7
CNV_00000730,PERF_00004546,2026-01-11,Add to Cart,1,23.7566,1
CNV_00000731,PERF_00004551,2026-01-11,Signup,3,15.4546,7
CNV_00000732,PERF_00004552,2026-01-11,Purchase,4,315.808,7
CNV_00000733,PERF_00004580,2026-01-11,Signup,1,19.6598,1
CNV_00000734,PERF_00004590,2026-01-11,Purchase,2,55.5457,14
CNV_00000735,PERF_00004592,2026-01-11,Add to Cart,1,11.8558,7
CNV_00000736,PERF_00004594,2026-01-11,Signup,7,100.6453,7
CNV_00000737,PERF_00004595,2026-01-11,Lead,2,60.5828,7
CNV_00000738,PERF_00004601,2026-01-11,Add to Cart,2,40.8694,1
CNV_00000739,PERF_00004610,2026-01-11,Purchase,1,41.2724,7
CNV_00000740,PERF_00004611,2026-01-11,Add to Cart,10,245.699,1
CNV_00000741,PERF_00004618,2026-01-11,Add to Cart,3,20.8939,7
CNV_00000742,PERF_00004619,2026-01-11,Lead,10,158.7815,7
CNV_00000743,PERF_00004620,2026-01-11,Lead,8,187.109,1
CNV_00000744,PERF_00004627,2026-01-11,Signup,2,37.9319,14
CNV_00000745,PERF_00004648,2026-01-11,Purchase,9,780.4664,1
CNV_00000746,PERF_00004651,2026-01-11,Purchase,4,437.1128,28
CNV_00000747,PERF_00004652,2026-01-11,Purchase,7,653.4499,7
CNV_00000748,PERF_00004655,2026-01-11,Purchase,2,88.3725,28
CNV_00000749,PERF_00004656,2026-01-11,Lead,13,138.29,1
CNV_00000750,PERF_00004657,2026-01-11,Purchase,6,378.1082,28
CNV_00000751,PERF_00004658,2026-01-11,Signup,3,52.1527,7
CNV_00000752,PERF_00004663,2026-01-11,Lead,1,19.4881,14
CNV_00000753,PERF_00004667,2026-01-11,Signup,9,134.8531,7
CNV_00000754,PERF_00004668,2026-01-11,Purchase,1,117.3807,7
CNV_00000755,PERF_00004675,2026-01-11,Purchase,4,471.488,14
CNV_00000756,PERF_00004686,2026-01-11,Purchase,1,80.3599,7
CNV_00000757,PERF_00004695,2026-01-11,Purchase,1,37.188,7
