video_performance_id,performance_id,date,creative_id,video_starts,video_25p,video_50p,video_75p,video_completes,video_completion_rate
VID_00000294,PERF_00000501,2025-12-13,CRE_179,759,721,595,506,463,0.610013
VID_00000295,PERF_00000503,2025-12-13,CRE_171,700,473,368,288,208,0.297143
VID_00000296,PERF_00000504,2025-12-13,CRE_171,1013,543,418,313,243,0.239882
VID_00000297,PERF_00000505,2025-12-13,CRE_174,2509,2045,1768,1433,1170,0.466321
VID_00000298,PERF_00000506,2025-12-13,CRE_171,1426,787,673,502,360,0.252454
VID_00000299,PERF_00000508,2025-12-13,CRE_193,15189,13632,12365,10847,9102,0.599249
VID_00000300,PERF_00000510,2025-12-13,CRE_252,6821,5083,3754,3199,2744,0.402287
VID_00000301,PERF_00000520,2025-12-14,CRE_039,2992,2570,2005,1725,1531,0.511698
VID_00000302,PERF_00000521,2025-12-14,CRE_039,2873,2715,2165,1755,1587,0.552384
VID_00000303,PERF_00000523,2025-12-14,CRE_046,9061,5447,4019,2875,2176,0.24015
VID_00000304,PERF_00000524,2025-12-14,CRE_047,5615,5108,4311,3355,2938,0.523241
VID_00000305,PERF_00000528,2025-12-14,CRE_070,5232,4399,3257,3043,2439,0.46617
VID_00000306,PERF_00000529,2025-12-14,CRE_072,2149,1643,1279,1118,863,0.401582
VID_00000307,PERF_00000531,2025-12-14,CRE_066,3373,2970,2278,2084,1803,0.534539
VID_00000308,PERF_00000533,2025-12-14,CRE_090,18169,14296,11906,10018,8284,0.455941
VID_00000309,PERF_00000534,2025-12-14,CRE_090,8551,6380,5359,4043,3291,0.384867
VID_00000310,PERF_00000535,2025-12-14,CRE_077,9292,7805,6205,5519,4474,0.481489
VID_00000311,PERF_00000536,2025-12-14,CRE_088,9154,7373,6500,5438,4376,0.478042
VID_00000312,PERF_00000537,2025-12-14,CRE_085,14015,8187,6618,4637,3249,0.231823
VID_00000313,PERF_00000539,2025-12-14,CRE_092,12586,9076,7795,6576,5317,0.422454
VID_00000314,PERF_00000540,2025-12-14,CRE_101,20931,11325,8542,6321,5181,0.247528
VID_00000315,PERF_00000542,2025-12-14,CRE_092,10084,8154,6740,5391,4848,0.480762
VID_00000316,PERF_00000548,2025-12-14,CRE_131,10168,7577,6518,5551,4635,0.455842
VID_00000317,PERF_00000549,2025-12-14,CRE_125,3575,2425,1896,1368,1120,0.313287
VID_00000318,PERF_00000550,2025-12-14,CRE_132,23171,19509,16353,14711,12540,0.541194
VID_00000319,PERF_00000551,2025-12-14,CRE_132,9353,8761,7118,6099,5365,0.573613
VID_00000320,PERF_00000553,2025-12-14,CRE_131,18924,17363,13283,11797,10452,0.552315
VID_00000321,PERF_00000555,2025-12-14,CRE_171,1507,1079,870,651,566,0.375581
VID_00000322,PERF_00000556,2025-12-14,CRE_172,3549,2807,2625,2018,1779,0.501268
VID_00000323,PERF_00000557,2025-12-14,CRE_172,2508,2187,1660,1519,1219,0.486045
VID_00000324,PERF_00000558,2025-12-14,CRE_174,2973,2518,2087,1708,1461,0.491423
VID_00000325,PERF_00000559,2025-12-14,CRE_171,3603,2497,1841,1354,1065,0.295587
VID_00000326,PERF_00000560,2025-12-14,CRE_171,2275,1604,1095,929,712,0.312967
VID_00000327,PERF_00000561,2025-12-14,CRE_172,1305,1120,1015,823,690,0.528736
VID_00000328,PERF_00000562,2025-12-14,CRE_171,2593,1774,1193,904,765,0.295025
VID_00000329,PERF_00000563,2025-12-14,CRE_174,1088,1033,870,755,683,0.627757
VID_00000330,PERF_00000564,2025-12-14,CRE_195,15471,11478,8199,7115,5426,0.350721
VID_00000331,PERF_00000567,2025-12-14,CRE_195,5576,4212,3052,2594,2264,0.406026
VID_00000332,PERF_00000569,2025-12-14,CRE_252,11786,8499,6790,5357,3949,0.335059
VID_00000333,PERF_00000573,2025-12-14,CRE_261,15676,12913,10005,8636,7252,0.462618
VID_00000334,PERF_00000576,2025-12-15,CRE_039,3580,3401,2758,2442,2099,0.586313
VID_00000335,PERF_00000577,2025-12-15,CRE_039,3164,2894,2654,2247,1903,0.601454
VID_00000336,PERF_00000578,2025-12-15,CRE_039,1504,1412,1066,933,854,0.567819
VID_00000337,PERF_00000579,2025-12-15,CRE_039,1444,1176,833,783,623,0.43144
VID_00000338,PERF_00000580,2025-12-15,CRE_039,1689,1494,1267,1053,871,0.51569
VID_00000339,PERF_00000581,2025-12-15,CRE_039,2122,1756,1338,1111,971,0.457587
VID_00000340,PERF_00000582,2025-12-15,CRE_039,1202,1026,936,731,653,0.543261
VID_00000341,PERF_00000586,2025-12-15,CRE_049,5167,3651,2963,2040,1759,0.34043
VID_00000342,PERF_00000587,2025-12-15,CRE_046,9884,7466,5860,4114,3568,0.360987
VID_00000343,PERF_00000595,2025-12-15,CRE_067,1470,1111,1029,830,686,0.466667
VID_00000344,PERF_00000596,2025-12-15,CRE_085,11438,7441,5272,4354,3188,0.27872
VID_00000345,PERF_00000597,2025-12-15,CRE_087,19965,11692,9758,7848,5901,0.295567
VID_00000346,PERF_00000598,2025-12-15,CRE_077,21060,18197,16359,12837,11565,0.549145
VID_00000347,PERF_00000599,2025-12-15,CRE_084,15571,11662,10629,8294,7096,0.455719
VID_00000348,PERF_00000600,2025-12-15,CRE_089,15610,11150,8760,7815,6498,0.416272
VID_00000349,PERF_00000603,2025-12-15,CRE_088,17056,14474,11547,10087,8146,0.477603
VID_00000350,PERF_00000604,2025-12-15,CRE_092,10739,7910,6695,4927,4380,0.407859
VID_00000351,PERF_00000607,2025-12-15,CRE_095,13309,9362,7174,6186,5013,0.376662
VID_00000352,PERF_00000611,2025-12-15,CRE_095,19040,13738,10202,8423,7075,0.371586
VID_00000353,PERF_00000619,2025-12-15,CRE_132,6980,5451,4521,3484,3113,0.445989
VID_00000354,PERF_00000621,2025-12-15,CRE_132,11652,10016,8304,7855,6496,0.557501
VID_00000355,PERF_00000623,2025-12-15,CRE_129,15340,10274,9301,7221,5570,0.363103
VID_00000356,PERF_00000624,2025-12-15,CRE_131,17691,16322,14245,12195,10316,0.583121
VID_00000357,PERF_00000625,2025-12-15,CRE_128,7402,7031,6661,5715,5122,0.691975
VID_00000358,PERF_00000626,2025-12-15,CRE_179,2614,2483,2084,1784,1616,0.61821
VID_00000359,PERF_00000627,2025-12-15,CRE_172,3317,3078,2769,2306,2039,0.614712
VID_00000360,PERF_00000629,2025-12-15,CRE_179,1255,1185,1049,866,742,0.591235
VID_00000361,PERF_00000630,2025-12-15,CRE_179,1468,1394,1274,1032,907,0.617847
VID_00000362,PERF_00000632,2025-12-15,CRE_190,7040,5293,4239,3292,2646,0.375852
VID_00000363,PERF_00000633,2025-12-15,CRE_193,5978,4633,4305,3439,2863,0.478923
VID_00000364,PERF_00000634,2025-12-15,CRE_199,14798,11363,9375,7665,6490,0.438573
VID_00000365,PERF_00000635,2025-12-15,CRE_190,6692,5686,4118,3810,3129,0.467573
VID_00000366,PERF_00000636,2025-12-15,CRE_193,5673,5389,4483,3874,3303,0.582232
VID_00000367,PERF_00000637,2025-12-15,CRE_190,10221,8141,6162,5873,4664,0.456315
VID_00000368,PERF_00000638,2025-12-15,CRE_190,14445,11672,9999,7382,6447,0.446314
VID_00000369,PERF_00000641,2025-12-15,CRE_261,7619,6140,5192,4025,3447,0.452422
VID_00000370,PERF_00000646,2025-12-15,CRE_252,4594,3185,2570,2286,1750,0.380932
VID_00000371,PERF_00000647,2025-12-16,CRE_039,987,857,696,589,528,0.534954
VID_00000372,PERF_00000648,2025-12-16,CRE_039,659,561,471,415,347,0.526555
VID_00000373,PERF_00000649,2025-12-16,CRE_039,2398,2278,1773,1554,1374,0.572977
VID_00000374,PERF_00000650,2025-12-16,CRE_039,1928,1747,1417,1281,1101,0.571058
VID_00000375,PERF_00000651,2025-12-16,CRE_039,2805,2454,2055,1707,1429,0.509447
VID_00000376,PERF_00000652,2025-12-16,CRE_039,3836,3395,2687,2177,1923,0.501303
VID_00000377,PERF_00000653,2025-12-16,CRE_039,1485,1378,1158,977,816,0.549495
VID_00000378,PERF_00000654,2025-12-16,CRE_039,835,722,657,552,469,0.561677
VID_00000379,PERF_00000655,2025-12-16,CRE_039,2072,1968,1554,1363,1199,0.578668
VID_00000380,PERF_00000656,2025-12-16,CRE_039,1370,1185,1105,915,789,0.575912
VID_00000381,PERF_00000657,2025-12-16,CRE_039,1734,1553,1401,1214,1022,0.589389
VID_00000382,PERF_00000659,2025-12-16,CRE_047,8633,6239,4869,4132,3471,0.402062
VID_00000383,PERF_00000660,2025-12-16,CRE_040,2139,1621,1411,1062,882,0.412342
VID_00000384,PERF_00000662,2025-12-16,CRE_043,10512,5473,4109,3675,2519,0.239631
VID_00000385,PERF_00000667,2025-12-16,CRE_077,17029,14888,11487,9650,8507,0.49956
VID_00000386,PERF_00000668,2025-12-16,CRE_090,19786,12921,10584,7311,6175,0.312089
VID_00000387,PERF_00000669,2025-12-16,CRE_077,11317,9390,7406,6122,5526,0.488292
VID_00000388,PERF_00000670,2025-12-16,CRE_077,8404,7983,7270,6267,5268,0.626844
VID_00000389,PERF_00000671,2025-12-16,CRE_088,21137,16714,13546,11690,10424,0.493164
VID_00000390,PERF_00000672,2025-12-16,CRE_100,14727,9285,8130,5875,4704,0.319413
VID_00000391,PERF_00000673,2025-12-16,CRE_101,5477,3898,3048,2368,1964,0.35859
VID_00000392,PERF_00000677,2025-12-16,CRE_101,23271,14458,10360,8935,6415,0.275665
VID_00000393,PERF_00000680,2025-12-16,CRE_092,7998,5092,4443,3388,2536,0.317079
VID_00000394,PERF_00000681,2025-12-16,CRE_095,9093,5775,4702,3161,2547,0.280106
VID_00000395,PERF_00000682,2025-12-16,CRE_094,14430,11242,8878,6982,6213,0.430561
VID_00000396,PERF_00000683,2025-12-16,CRE_100,18594,12112,9811,7239,5677,0.305314
VID_00000397,PERF_00000684,2025-12-16,CRE_126,7777,5182,4263,3752,2974,0.38241
VID_00000398,PERF_00000686,2025-12-16,CRE_129,16618,12221,8248,6727,5665,0.340895
VID_00000399,PERF_00000691,2025-12-16,CRE_126,18338,15982,12978,11483,9393,0.512215
VID_00000400,PERF_00000694,2025-12-16,CRE_174,2569,2295,2108,1803,1534,0.59712
VID_00000401,PERF_00000696,2025-12-16,CRE_179,2404,2283,1982,1637,1490,0.6198
VID_00000402,PERF_00000697,2025-12-16,CRE_174,3010,2412,1787,1452,1249,0.41495
VID_00000403,PERF_00000698,2025-12-16,CRE_179,3171,3012,2675,2302,1955,0.616525
VID_00000404,PERF_00000699,2025-12-16,CRE_179,1716,1599,1355,1171,1060,0.617716
VID_00000405,PERF_00000700,2025-12-16,CRE_179,2791,2651,2511,2140,1893,0.678252
VID_00000406,PERF_00000701,2025-12-16,CRE_172,640,588,467,411,342,0.534375
VID_00000407,PERF_00000703,2025-12-16,CRE_190,13540,10899,9534,8586,7085,0.523264
VID_00000408,PERF_00000705,2025-12-16,CRE_190,12876,8348,6492,5382,4044,0.314073
VID_00000409,PERF_00000709,2025-12-16,CRE_256,10402,7579,6429,5656,4606,0.442799
VID_00000410,PERF_00000713,2025-12-16,CRE_256,12862,8614,6733,4731,3855,0.29972
VID_00000411,PERF_00000714,2025-12-16,CRE_256,11974,10684,8975,7625,6273,0.523885
VID_00000412,PERF_00000717,2025-12-17,CRE_039,3038,2876,2271,2093,1762,0.579987
VID_00000413,PERF_00000718,2025-12-17,CRE_039,2580,1771,1359,1073,833,0.322868
VID_00000414,PERF_00000720,2025-12-17,CRE_039,891,690,632,504,427,0.479237
VID_00000415,PERF_00000721,2025-12-17,CRE_039,1735,1300,1046,972,791,0.455908
VID_00000416,PERF_00000722,2025-12-17,CRE_039,2939,2663,2110,1740,1546,0.526029
VID_00000417,PERF_00000724,2025-12-17,CRE_039,503,463,395,333,286,0.568588
VID_00000418,PERF_00000725,2025-12-17,CRE_039,1782,1451,1207,1082,907,0.508979
VID_00000419,PERF_00000726,2025-12-17,CRE_039,2457,1841,1685,1317,1117,0.454619
VID_00000420,PERF_00000727,2025-12-17,CRE_039,1790,1484,1164,951,810,0.452514
VID_00000421,PERF_00000728,2025-12-17,CRE_039,2114,1813,1561,1331,1105,0.522706
VID_00000422,PERF_00000729,2025-12-17,CRE_039,1503,1213,1055,817,682,0.453759
VID_00000423,PERF_00000731,2025-12-17,CRE_045,9194,5578,3890,3023,2261,0.245921
VID_00000424,PERF_00000732,2025-12-17,CRE_047,6650,4283,3512,2623,2025,0.304511
VID_00000425,PERF_00000735,2025-12-17,CRE_047,7266,5859,5092,4178,3308,0.455271
VID_00000426,PERF_00000737,2025-12-17,CRE_043,4192,2568,1675,1384,939,0.223998
VID_00000427,PERF_00000739,2025-12-17,CRE_045,4353,2583,1727,1483,1096,0.25178
VID_00000428,PERF_00000740,2025-12-17,CRE_040,4291,3673,2955,2357,2059,0.479842
VID_00000429,PERF_00000744,2025-12-17,CRE_040,7946,6475,4712,3961,3436,0.432419
VID_00000430,PERF_00000745,2025-12-17,CRE_046,6097,4191,3336,2289,1955,0.320649
VID_00000431,PERF_00000746,2025-12-17,CRE_045,4881,2699,1801,1442,1069,0.219012
VID_00000432,PERF_00000748,2025-12-17,CRE_047,1914,1514,1165,888,773,0.403866
VID_00000433,PERF_00000749,2025-12-17,CRE_040,6794,4546,3610,3226,2593,0.38166
VID_00000434,PERF_00000750,2025-12-17,CRE_042,2212,1727,1301,1056,905,0.409132
VID_00000435,PERF_00000751,2025-12-17,CRE_070,5634,4757,4287,3663,3158,0.560525
VID_00000436,PERF_00000752,2025-12-17,CRE_072,3469,2629,2056,1834,1434,0.413376
VID_00000437,PERF_00000755,2025-12-17,CRE_067,4234,4022,3432,2723,2429,0.573689
VID_00000438,PERF_00000756,2025-12-17,CRE_072,2175,1861,1450,1196,992,0.456092
VID_00000439,PERF_00000759,2025-12-17,CRE_067,3144,2780,2159,2029,1715,0.545483
VID_00000440,PERF_00000761,2025-12-17,CRE_070,6041,4876,3718,3413,2743,0.454064
VID_00000441,PERF_00000763,2025-12-17,CRE_066,4218,3347,2734,2415,2044,0.48459
VID_00000442,PERF_00000764,2025-12-17,CRE_090,11406,8727,6526,5696,4680,0.41031
VID_00000443,PERF_00000765,2025-12-17,CRE_090,7866,6269,5216,4010,3533,0.449148
VID_00000444,PERF_00000766,2025-12-17,CRE_088,10341,7458,6756,5386,4432,0.428585
VID_00000445,PERF_00000767,2025-12-17,CRE_090,18000,12806,9822,8886,6970,0.387222
VID_00000446,PERF_00000771,2025-12-17,CRE_101,10944,7317,5673,4957,4049,0.369974
VID_00000447,PERF_00000773,2025-12-17,CRE_119,7449,6403,5324,4571,4102,0.550678
VID_00000448,PERF_00000774,2025-12-17,CRE_120,4234,3568,3124,2507,2101,0.496221
VID_00000449,PERF_00000775,2025-12-17,CRE_116,6424,5135,4027,3510,2802,0.436177
VID_00000450,PERF_00000776,2025-12-17,CRE_116,3647,2560,2060,1707,1486,0.407458
VID_00000451,PERF_00000778,2025-12-17,CRE_128,13239,9929,8873,7170,5617,0.424277
VID_00000452,PERF_00000779,2025-12-17,CRE_131,19608,18627,15329,13646,12408,0.632803
VID_00000453,PERF_00000780,2025-12-17,CRE_125,6208,4447,3304,2760,2120,0.341495
VID_00000454,PERF_00000781,2025-12-17,CRE_129,20577,12122,10062,7679,5885,0.285999
VID_00000455,PERF_00000782,2025-12-17,CRE_129,16970,9473,8190,6150,4170,0.245728
VID_00000456,PERF_00000783,2025-12-17,CRE_129,12585,8958,7584,5531,4812,0.38236
VID_00000457,PERF_00000784,2025-12-17,CRE_171,774,478,419,330,238,0.307494
VID_00000458,PERF_00000785,2025-12-17,CRE_174,3095,2623,2194,1916,1679,0.542488
VID_00000459,PERF_00000786,2025-12-17,CRE_179,2426,2217,1943,1655,1398,0.576257
VID_00000460,PERF_00000790,2025-12-17,CRE_252,10009,7689,5531,4676,4108,0.410431
VID_00000461,PERF_00000791,2025-12-17,CRE_261,7250,5157,4051,3471,3007,0.414759
VID_00000462,PERF_00000801,2025-12-17,CRE_256,19404,18277,14739,12593,10685,0.55066
VID_00000463,PERF_00000802,2025-12-17,CRE_261,27477,22391,18120,16495,13753,0.500528
VID_00000464,PERF_00000811,2025-12-18,CRE_039,890,801,707,595,523,0.58764
VID_00000465,PERF_00000813,2025-12-18,CRE_039,1730,1428,1267,1062,858,0.495954
VID_00000466,PERF_00000814,2025-12-18,CRE_039,2573,2002,1815,1395,1235,0.479984
VID_00000467,PERF_00000815,2025-12-18,CRE_039,3776,2944,2527,2128,1827,0.483845
VID_00000468,PERF_00000816,2025-12-18,CRE_039,1583,1390,1249,1062,877,0.554011
VID_00000469,PERF_00000818,2025-12-18,CRE_039,3616,3264,2605,2118,1883,0.520741
VID_00000470,PERF_00000819,2025-12-18,CRE_039,3808,3438,3026,2381,2149,0.564338
VID_00000471,PERF_00000820,2025-12-18,CRE_045,6286,3218,2208,1802,1284,0.204263
VID_00000472,PERF_00000821,2025-12-18,CRE_043,8253,4191,3227,2463,1730,0.209621
VID_00000473,PERF_00000824,2025-12-18,CRE_046,6998,4659,3323,2654,1941,0.277365
VID_00000474,PERF_00000825,2025-12-18,CRE_045,1900,1019,872,598,414,0.217895
VID_00000475,PERF_00000827,2025-12-18,CRE_046,4544,2414,2114,1559,1090,0.239877
VID_00000476,PERF_00000828,2025-12-18,CRE_042,4608,3236,2858,2214,1883,0.408637
VID_00000477,PERF_00000829,2025-12-18,CRE_049,4165,2839,2517,2068,1587,0.381032
VID_00000478,PERF_00000832,2025-12-18,CRE_042,3870,2724,2210,1560,1296,0.334884
VID_00000479,PERF_00000833,2025-12-18,CRE_045,7486,4273,2665,2193,1511,0.201843
VID_00000480,PERF_00000834,2025-12-18,CRE_043,4085,2103,1809,1200,897,0.219584
VID_00000481,PERF_00000835,2025-12-18,CRE_042,8102,6170,4589,3781,2996,0.369785
VID_00000482,PERF_00000836,2025-12-18,CRE_046,5796,3442,2957,2255,1757,0.30314
VID_00000483,PERF_00000838,2025-12-18,CRE_068,5229,4810,4193,3392,3104,0.593613
VID_00000484,PERF_00000840,2025-12-18,CRE_066,5814,4667,3964,3388,2927,0.50344
VID_00000485,PERF_00000841,2025-12-18,CRE_066,6681,5515,4006,3391,2921,0.43721
VID_00000486,PERF_00000844,2025-12-18,CRE_066,2441,1866,1460,1245,1108,0.453912
VID_00000487,PERF_00000846,2025-12-18,CRE_070,3464,2856,2432,2026,1779,0.513568
VID_00000488,PERF_00000847,2025-12-18,CRE_066,1365,1220,923,791,678,0.496703
VID_00000489,PERF_00000849,2025-12-18,CRE_072,6593,5703,5083,4120,3625,0.549826
VID_00000490,PERF_00000851,2025-12-18,CRE_068,4028,3555,2692,2340,2074,0.514896
VID_00000491,PERF_00000853,2025-12-18,CRE_092,4872,3594,2820,2417,2137,0.438629
VID_00000492,PERF_00000854,2025-12-18,CRE_100,22641,11885,10008,7540,5443,0.240405
VID_00000493,PERF_00000857,2025-12-18,CRE_100,22965,16014,11850,9492,7491,0.326192
VID_00000494,PERF_00000858,2025-12-18,CRE_101,15707,11060,8052,6341,5243,0.3338
VID_00000495,PERF_00000861,2025-12-18,CRE_120,3077,2903,2412,2031,1871,0.60806
VID_00000496,PERF_00000862,2025-12-18,CRE_116,4864,4004,2940,2428,2097,0.431127
VID_00000497,PERF_00000864,2025-12-18,CRE_131,5629,4753,3412,3113,2578,0.457985
VID_00000498,PERF_00000865,2025-12-18,CRE_128,21770,20470,18636,15093,13369,0.614102
VID_00000499,PERF_00000869,2025-12-18,CRE_126,11098,8415,7631,5741,5085,0.458191
VID_00000500,PERF_00000871,2025-12-18,CRE_126,5527,4396,3417,2799,2229,0.403293
VID_00000501,PERF_00000872,2025-12-18,CRE_125,18827,13274,10388,8148,6018,0.319647
VID_00000502,PERF_00000873,2025-12-18,CRE_131,4416,4195,3140,2898,2517,0.569973
VID_00000503,PERF_00000874,2025-12-18,CRE_126,15764,12224,9381,8492,6883,0.436628
VID_00000504,PERF_00000876,2025-12-18,CRE_128,9332,8865,8398,6872,6314,0.676597
VID_00000505,PERF_00000877,2025-12-18,CRE_179,2801,2549,2433,1968,1739,0.62085
VID_00000506,PERF_00000878,2025-12-18,CRE_172,2146,1827,1602,1377,1206,0.561976
VID_00000507,PERF_00000879,2025-12-18,CRE_174,2793,2233,2064,1719,1443,0.516649
VID_00000508,PERF_00000884,2025-12-18,CRE_195,5083,4102,3192,2659,2304,0.453276
VID_00000509,PERF_00000888,2025-12-18,CRE_256,6162,4830,3980,3281,2727,0.442551
VID_00000510,PERF_00000890,2025-12-18,CRE_252,10501,7803,6478,4713,4035,0.384249
VID_00000511,PERF_00000898,2025-12-18,CRE_261,20705,15327,12711,9759,7997,0.386235
VID_00000512,PERF_00000899,2025-12-18,CRE_261,26795,22699,20351,16748,14726,0.54958
VID_00000513,PERF_00000904,2025-12-18,CRE_261,16643,14242,10741,9969,7982,0.479601
VID_00000514,PERF_00000908,2025-12-19,CRE_039,2375,1811,1478,1182,1045,0.44
VID_00000515,PERF_00000909,2025-12-19,CRE_039,2170,1616,1357,1230,981,0.452074
VID_00000516,PERF_00000910,2025-12-19,CRE_039,3090,2705,2040,1774,1495,0.483819
VID_00000517,PERF_00000911,2025-12-19,CRE_039,1926,1821,1494,1205,1061,0.550883
VID_00000518,PERF_00000912,2025-12-19,CRE_039,1889,1627,1486,1210,1061,0.561673
VID_00000519,PERF_00000913,2025-12-19,CRE_039,2799,2656,2267,2123,1836,0.655949
VID_00000520,PERF_00000914,2025-12-19,CRE_039,2361,1975,1840,1572,1301,0.551038
VID_00000521,PERF_00000917,2025-12-19,CRE_039,666,580,438,419,342,0.513514
VID_00000522,PERF_00000918,2025-12-19,CRE_047,9819,7696,5995,5121,4527,0.461045
VID_00000523,PERF_00000919,2025-12-19,CRE_049,4079,2805,2063,1681,1444,0.354008
VID_00000524,PERF_00000921,2025-12-19,CRE_047,5579,4913,3975,3450,3147,0.56408
VID_00000525,PERF_00000922,2025-12-19,CRE_046,2872,1905,1457,1094,840,0.292479
VID_00000526,PERF_00000923,2025-12-19,CRE_042,7081,4701,3542,3087,2347,0.33145
VID_00000527,PERF_00000924,2025-12-19,CRE_043,10260,6685,4483,3941,2805,0.273392
VID_00000528,PERF_00000925,2025-12-19,CRE_046,2042,1011,659,487,370,0.181195
VID_00000529,PERF_00000927,2025-12-19,CRE_068,5084,3643,3026,2544,2111,0.415224
VID_00000530,PERF_00000937,2025-12-19,CRE_072,3466,2788,2091,1812,1474,0.425274
VID_00000531,PERF_00000938,2025-12-19,CRE_066,1826,1734,1420,1231,1097,0.600767
VID_00000532,PERF_00000940,2025-12-19,CRE_090,18725,13373,12116,8959,7778,0.415381
VID_00000533,PERF_00000941,2025-12-19,CRE_088,15328,11590,10054,8150,6562,0.428105
VID_00000534,PERF_00000942,2025-12-19,CRE_088,4293,2920,2647,1998,1657,0.385977
VID_00000535,PERF_00000944,2025-12-19,CRE_088,17479,15570,11209,9839,8653,0.495051
VID_00000536,PERF_00000945,2025-12-19,CRE_077,9152,7101,6163,5288,4354,0.475743
VID_00000537,PERF_00000946,2025-12-19,CRE_077,15982,11468,10059,7834,6628,0.414717
VID_00000538,PERF_00000947,2025-12-19,CRE_087,11438,6654,5061,4441,3262,0.28519
VID_00000539,PERF_00000952,2025-12-19,CRE_100,13582,9792,7711,6146,4676,0.344279
VID_00000540,PERF_00000953,2025-12-19,CRE_101,13423,9506,7692,5153,4473,0.333234
VID_00000541,PERF_00000959,2025-12-19,CRE_132,20207,15342,12602,11650,9345,0.462464
VID_00000542,PERF_00000963,2025-12-19,CRE_179,1600,1511,1298,1097,979,0.611875
VID_00000543,PERF_00000965,2025-12-19,CRE_179,1178,1119,911,821,696,0.590832
VID_00000544,PERF_00000966,2025-12-19,CRE_172,2764,2022,1681,1424,1134,0.410275
VID_00000545,PERF_00000968,2025-12-19,CRE_193,16240,11758,9903,8436,6933,0.426909
VID_00000546,PERF_00000971,2025-12-19,CRE_190,18169,16026,13339,11008,8946,0.492377
VID_00000547,PERF_00000972,2025-12-19,CRE_195,6746,4219,3612,2576,2234,0.331159
VID_00000548,PERF_00000973,2025-12-19,CRE_195,14976,10473,8889,6625,5414,0.361512
VID_00000549,PERF_00000975,2025-12-19,CRE_190,10058,6753,5225,3788,3134,0.311593
VID_00000550,PERF_00000977,2025-12-19,CRE_193,9518,8399,7157,6319,5275,0.554213
VID_00000551,PERF_00000978,2025-12-19,CRE_256,15085,12179,9575,7725,6572,0.435665
VID_00000552,PERF_00000982,2025-12-19,CRE_256,7132,6042,5036,4216,3413,0.478547
VID_00000553,PERF_00000991,2025-12-20,CRE_039,1831,1418,1106,847,744,0.406335
VID_00000554,PERF_00000992,2025-12-20,CRE_039,1092,755,639,489,423,0.387363
VID_00000555,PERF_00000993,2025-12-20,CRE_039,997,713,585,460,408,0.409228
VID_00000556,PERF_00000994,2025-12-20,CRE_039,2137,2030,1708,1565,1370,0.641086
VID_00000557,PERF_00000995,2025-12-20,CRE_039,2543,2090,1765,1453,1214,0.477389
VID_00000558,PERF_00000996,2025-12-20,CRE_039,3409,2975,2382,2054,1702,0.499267
VID_00000559,PERF_00000997,2025-12-20,CRE_039,3355,2978,2560,2125,1774,0.528763
VID_00000560,PERF_00000998,2025-12-20,CRE_040,5281,3669,2785,2442,1990,0.376823
VID_00000561,PERF_00001000,2025-12-20,CRE_046,7656,4251,3369,2662,2040,0.266458
VID_00000562,PERF_00001003,2025-12-20,CRE_042,9322,6622,5226,4807,3699,0.396803
